Saint ID,Saint,Primary Museum Section,Alternative Museum Sections,Museum Section Tier,Museum Section Confidence,Museum Section Rationale,Museum Section Internal Placement Note,Family ID,Curatorial Family,Family Size,Spiritual regions,Sampradaya,Normalized places
rec9ueDuwGgl2LxLu,"Sri Swami Rameshwaranand of Lalpur bypass Jamnagar, Gujarat",Gujarat & Swaminarayan Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Gujarat & Swaminarayan Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gujarat General,(No Sampradaya),Gujarat
rechWq2ziY5Eh6NQG,"Sri Swami Vimalananda of Madhavananda Ashram, Mahemdavad, Gujarat",Gujarat & Swaminarayan Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Gujarat & Swaminarayan Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gujarat General,(No Sampradaya),Gujarat
reccw2vxTbeGsIJ1x,"Sri Tapasvi Baba of Sanganer, Rajasthan",Gujarat & Swaminarayan Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Gujarat & Swaminarayan Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Rajasthan General,(No Sampradaya),Rajasthan
rec4sQIfi3eQ6htF4,"Sri Thakur Lekhraj Ratanlal Ji Maharaj of Pushkar, Rajasthan",Gujarat & Swaminarayan Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Gujarat & Swaminarayan Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Pushkar Tradition,(No Sampradaya),"Pushkar, Rajasthan, India"
recszQw56XJNkJ7Ms,Sri Triloknathji of Somnathji Ashram ,Gujarat & Swaminarayan Traditions,Girnar & Nath Traditions,Tertiary,Medium,"Spiritual region maps to Gujarat & Swaminarayan Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gujarat General,(No Sampradaya),Gujarat
recLfl2CGYJTNN55c,"Sri Tulsidas ji Maharaj of Jodhpur, Rajasthan ",Gujarat & Swaminarayan Traditions,Needs Research,Secondary,Medium,Spiritual region maps to Gujarat & Swaminarayan Traditions. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Family FAM-070 is present but not mapped to a stronger section override; review family tree if this placement feels off.,FAM-070,,2,Rajputana Spiritual Centers,Om Upasya Sampradaya,"Jodhpur, Rajasthan, India"
recWn354z1XpTG7PP,"Sri Ugaram Bapa of Gondal, Gujarat",Gujarat & Swaminarayan Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Gujarat & Swaminarayan Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Swaminarayan & Modern Gujarat,(No Sampradaya),"Gondal, Gujarat, India"
rec8yNPDOHj7Ho4wt,"Sri Ughesh Giri Bapu  of Salava, Amreli, Gujarat",Gujarat & Swaminarayan Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Gujarat & Swaminarayan Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gujarat General,(No Sampradaya),"Salava, Amreli, Gujarat, India"
recAJ0dmE9ty7xQmP,"Sri Valji Dada of Pragat Pani Ashram, Kotai, Bhuj",Gujarat & Swaminarayan Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Gujarat & Swaminarayan Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Saurashtra Pilgrimage,(No Sampradaya),"Bhuj, Gujarat, India"
recoSglxVm7GRDlIY,"Sri Vastabapa of Vasana, Dhandhuka, Gujarat ",Gujarat & Swaminarayan Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Gujarat & Swaminarayan Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gujarat General,(No Sampradaya),Gujarat
recje6Oq3RT0VyXyh,"Sri Vishwanath Avadhoot Maharaj of Rander, Surat",Gujarat & Swaminarayan Traditions,Girnar & Nath Traditions,Tertiary,Medium,"Spiritual region maps to Gujarat & Swaminarayan Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,"Swaminarayan & Modern Gujarat
Saurashtra Pilgrimage",(No Sampradaya),"Surat, Gujarat, India
Rander, Gujarat, India"
recaIEj3pzuJ3ldHR,"Sri Vivampuriji Maharaj of Sri Ram Kutir Gau Seva Ashram, Palanpur, Gurjarat ",Gujarat & Swaminarayan Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Gujarat & Swaminarayan Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Swaminarayan & Modern Gujarat,(No Sampradaya),"Palanpur, Gujarat, India"
rec6YWtFxWBe7WkMY,"Sri Yogi Nithyananda of Amreli, Gujarat (originally from Varanasi) ",Gujarat & Swaminarayan Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Gujarat & Swaminarayan Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Swaminarayan & Modern Gujarat,(No Sampradaya),"Amreli, Gujarat, India"
recjvIW2squH6mA0M,Sri Yogiji Maharaj(BAPS-4th Guru after Swaminarayn) ,Gujarat & Swaminarayan Traditions,Needs Research,Featured,High,Virtual curatorial Swaminarayan/BAPS guru family: Yogiji Maharaj is part of the key BAPS guru succession and should be tagged with Swaminarayan sampradaya. Tier proposed as Featured because the record appears to anchor or lead a family cluster.,Virtual curatorial Swaminarayan/BAPS guru family: Yogiji Maharaj is part of the key BAPS guru succession and should be tagged with Swaminarayan sampradaya.,FAM-020,CUR-FAM-SWAMINARAYAN-BAPS-GURUS,3,Swaminarayan & Modern Gujarat,(No Sampradaya),"Gondal, Gujarat, India"
recyIFyZ0KTE3ROZk,"Swami Sri Atmanand Ji Maharaj of Anand Kutir Ashram, Pushkar, Rajasthan",Gujarat & Swaminarayan Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Gujarat & Swaminarayan Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Pushkar Tradition,(No Sampradaya),"Pushkar, Rajasthan, India"
recSb8nqYS1St0kW4,"Swami Sri Nityanandji of Pithadia, Gujarat",Gujarat & Swaminarayan Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Gujarat & Swaminarayan Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gujarat General,(No Sampradaya),Gujarat
rec8zRjsV6xnw4mwa,Kuladananda Brahmachari of Puri,Jagannath-Puri & Odisha,Needs Research,Secondary,High,Family override from FAM-006 (Sri Vijay Krishna Goswami Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Organize inside Jagannath-Puri & Odisha using FAM-006 family context before geography.,FAM-006,,8,Jagannath-Puri Tradition,(No Sampradaya),"Puri, Odisha, India"
reclyIPFpFR6q67Bx,Lord Jagannath (deity),Jagannath-Puri & Odisha,Girnar & Nath Traditions,Featured,Medium,Spiritual region maps to Jagannath-Puri & Odisha. Explicit archivalist featured saint override: Lord Jagannath (deity). Tier proposed as Featured because the record appears to anchor or lead a family cluster.,,,,,Jagannath-Puri Tradition,(No Sampradaya),"Puri, Odisha, India"
recHNlgpOtSsWlIfl,"Mahant Sri Dhyanachandra Das Goswami of Gambira Temple, Sri Radhakanta Math, Navadwip",Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Jagannath-Puri Tradition,(No Sampradaya),"Gambhira Temple, Puri, Odisha, India"
recdEXMl6mYRxQymD,Paramahamsa Sri Durga Prasanna Deva Saraswati of Bhubaneshwar,Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Coastal Odisha,(No Sampradaya),"Bhubaneswar, Odisha, India"
rec9vEn5oj7QZTXl0,Paramahamsa Sri Srimat Durgaprasad Saraswati of Bhubaneswar  — or Sri Durga PrasannaParamahansa Deva of Varanasi  DOUBLE CHECK ,Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Coastal Odisha,(No Sampradaya),"Bhubaneswar, Odisha, India"
recGbe48WW1t6DqUz,"Sri Abiram Paramahamsa Dev of Cuttack, Orissa ",Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Coastal Odisha,(No Sampradaya),"Cuttack, Odisha, India"
rec3tCQCd95bdyD01,Sri Baba Vaikunthanath Brahmachari of Bhubaneswar,Jagannath-Puri & Odisha,Girnar & Nath Traditions,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Coastal Odisha,(No Sampradaya),"Bhubaneswar, Odisha, India"
rec0PdixvLE8VQU5H,"Sri Bal Krishna Das of Satlahirimath, Puri ",Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Jagannath-Puri Tradition,(No Sampradaya),"Puri, Odisha, India"
recIktBD8n1j13qh9,"Sri Brahmananda Ji Maharaj of Puri, Orissa ",Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Jagannath-Puri Tradition,Sannyasa Sampradaya,"Puri, Odisha, India"
recjurnDBumDkXXA3,Sri Chhota Achyutanand of Balasore,Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Coastal Odisha,(No Sampradaya),"Balasore, Odisha, India"
recb7oJ5FTsyEzb5S,"Sri Dharmananda Saraswati of Puri, Orissa ",Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Jagannath-Puri Tradition,(No Sampradaya),"Puri, Odisha, India"
recGAt9Q8JBRM7pdT,Sri Gopinath Das Babaji of Haridas Thakur Math ,Jagannath-Puri & Odisha,Girnar & Nath Traditions,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Jagannath-Puri Tradition,(No Sampradaya),"Haridas Thakur Math, Puri, Odisha, India"
recGZ3OaouJRobeRl,"Sri Guru Ayodhya Dash (Rendhagarh Baba) of Rendhagarh village, near Puri, Orissa",Jagannath-Puri & Odisha,Rama & Avadh,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Jagannath-Puri Tradition,(No Sampradaya),"Puri, Odisha, India"
recZ1zqo37l0KYw1G,"Sri Kali Mata of Nemalo, Cuttack",Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,"Coastal Odisha
Panchasakha Region",(No Sampradaya),"Cuttack, Odisha, India
Nemalo, Odisha, India"
recldDwQSp2LBlkV8,Sri Krishna Mohan Das (Ghutiya Baba) of Balasore (Gopinath temple),Jagannath-Puri & Odisha,Girnar & Nath Traditions,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Coastal Odisha,(No Sampradaya),"Balasore, Odisha, India"
recbCsiExuW8dTUUM,"Sri Mahapurusha Achyutanand of Nemalo, Cuttack",Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,"Panchasakha Region
Coastal Odisha",(No Sampradaya),"Nemalo, Odisha, India
Cuttack, Odisha, India"
rechEXrlzldl7ZpoA,Sri Mata Saroj Bala Devi of Varanasi ,Jagannath-Puri & Odisha,Kashi & Ascetic Lineages,Secondary,High,Family override from FAM-006 (Sri Vijay Krishna Goswami Family); family placement takes priority over geography. Explicit archivalist tier override: Sri Mata Saroj Bala Devi of Varanasi should be secondary. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Organize inside Jagannath-Puri & Odisha using FAM-006 family context before geography.,FAM-006,,8,Kashi Region,(No Sampradaya),"Varanasi, Uttar Pradesh, India"
reccEWyFY8dMC4ZGN,Sri Nanda Dulal Goswami of Bhadrak ,Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Coastal Odisha,(No Sampradaya),"Bhadrak, Odisha, India"
recnV27wvWDruNGQN,Sri Nigammananda Paramahamsa of Puri,Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Jagannath-Puri Tradition,(No Sampradaya),"Puri, Odisha, India"
recoo9vvxZy22Ss3v,Sri Nityananda Das Babaji of Rasbihari Math Cattak ,Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Coastal Odisha,(No Sampradaya),"Cuttack, Odisha, India"
recQAmbNSmfWIrzHz,Sri Radhakant Das of Bhadrak,Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Coastal Odisha,(No Sampradaya),"Bhadrak, Odisha, India"
recbSiDH0qSzRl5vY,"Sri Shivpuri Baba of Kathmandu, Nepal",Jagannath-Puri & Odisha,"Bengal Shakta, Baul & Modern Saints",Featured,Medium,Family override from FAM-071 (Sri Shivpuri Baba Family); family placement takes priority over geography. Tier proposed as Featured because the record appears to anchor or lead a family cluster.,Organize inside Jagannath-Puri & Odisha using FAM-071 family context before geography.,FAM-071,,2,South Asia,(No Sampradaya),Nepal
recPw3FxLbHjXdgaD,Sri Sri Kiranchand  Darveshji of Varanasi ,Jagannath-Puri & Odisha,Kashi & Ascetic Lineages,Secondary,High,Family override from FAM-006 (Sri Vijay Krishna Goswami Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Organize inside Jagannath-Puri & Odisha using FAM-006 family context before geography.,FAM-006,,8,Kashi Region,(No Sampradaya),"Varanasi, Uttar Pradesh, India"
recsumN8i2tdC7GbV,"Sri Sri Maa Moni of Puri, Orissa (Brajadham) ",Jagannath-Puri & Odisha,Gaudiya Vaishnava,Secondary,High,Family override from FAM-006 (Sri Vijay Krishna Goswami Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Organize inside Jagannath-Puri & Odisha using FAM-006 family context before geography.,FAM-006,,8,Jagannath-Puri Tradition,Gaudiya Vaishnava,"Puri, Odisha, India"
recmA5lAnLb6Ql0UP,Sri Srimati Parameshwari Dasi of Puri ,Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Jagannath-Puri Tradition,(No Sampradaya),"Puri, Odisha, India"
rec7h3JfBcXTcy24U,Sri Subarh Chandra Bose of Cuttack,Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Coastal Odisha,(No Sampradaya),"Cuttack, Odisha, India"
recpno7QmMS0oXg1e,"Sri Swami Brahmananda ji Maharaj of Puri, Orissa",Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Jagannath-Puri Tradition,Sannyasa Sampradaya,"Puri, Odisha, India"
recwXrEbirWApVteB,Sri Swami Didhishananda Saraswati of Puri ,Jagannath-Puri & Odisha,Needs Research,Secondary,High,Family override from FAM-006 (Sri Vijay Krishna Goswami Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Organize inside Jagannath-Puri & Odisha using FAM-006 family context before geography.,FAM-006,,8,Jagannath-Puri Tradition,(No Sampradaya),"Puri, Odisha, India"
recuVyG6skE6qQ0aS,"Sri Swami Digeshananda Saraswati of Puri, Orissa ",Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Jagannath-Puri Tradition,(No Sampradaya),"Puri, Odisha, India"
recwALNXldWfBLASm,"Sri Todke Baba of Shivapuri, Nepal",Jagannath-Puri & Odisha,"Bengal Shakta, Baul & Modern Saints",Secondary,Medium,Family override from FAM-071 (Sri Shivpuri Baba Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Organize inside Jagannath-Puri & Odisha using FAM-071 family context before geography.,FAM-071,,2,South Asia,(No Sampradaya),"Shivapuri, Nepal"
rec1cTbJ4iPAMUW0v,Sri Vijay Krishna Goswami of Puri ,Jagannath-Puri & Odisha,Needs Research,Featured,High,Family override from FAM-006 (Sri Vijay Krishna Goswami Family); family placement takes priority over geography. Explicit archivalist featured saint override: Sri Vijay Krishna Goswami. Tier proposed as Featured because the record appears to anchor or lead a family cluster.,Organize inside Jagannath-Puri & Odisha using FAM-006 family context before geography.,FAM-006,,8,Jagannath-Puri Tradition,(No Sampradaya),"Puri, Odisha, India"
recWXZzMbejtZgyBH,Sri Vishwaguru Avaduth Pagal Baba of Cuttack,Jagannath-Puri & Odisha,Needs Research,Tertiary,Medium,"Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Coastal Odisha,(No Sampradaya),"Cuttack, Odisha, India"
rec7GxgNvmubmTvMM,"Sri Vishwaguru Avaduth Pagal Baba of Cuttack, Orissa ",Jagannath-Puri & Odisha,Needs Research,Secondary,Medium,Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Family FAM-079 is present but not mapped to a stronger section override; review family tree if this placement feels off.,FAM-079,,2,Coastal Odisha,(No Sampradaya),"Cuttack, Odisha, India"
rec37kfAtkuXhvjd8,"Sri Vishwaguru Baya Baba of Sailanga, Cuttack, Orissa ",Jagannath-Puri & Odisha,Needs Research,Secondary,Medium,Spiritual region maps to Jagannath-Puri & Odisha. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Family FAM-079 is present but not mapped to a stronger section override; review family tree if this placement feels off.,FAM-079,,2,Coastal Odisha,(No Sampradaya),"Cuttack, Odisha, India"
recaSmpkXpqslt29K,Sri Yogmaya Devi of Puri/ Vrindavan,Jagannath-Puri & Odisha,Braj & Krishna Bhakti,Featured,High,Family override from FAM-006 (Sri Vijay Krishna Goswami Family); family placement takes priority over geography. Explicit archivalist featured saint override: duplicate Sri Yogmaya Devi of Puri/Vrindavan record. Tier proposed as Featured because the record appears to anchor or lead a family cluster.,Organize inside Jagannath-Puri & Odisha using FAM-006 family context before geography.,FAM-006,,8,"Jagannath-Puri Tradition
Braj Mandal",(No Sampradaya),"Puri, Odisha, India
Vrindavan, Uttar Pradesh, India"
recRZkHSnl8nDNArl,Sri Yogmaya Devi of Puri/ Vrindavan ,Jagannath-Puri & Odisha,Braj & Krishna Bhakti,Featured,High,Family override from FAM-006 (Sri Vijay Krishna Goswami Family); family placement takes priority over geography. Explicit archivalist featured saint override: Sri Yogmaya Devi of Puri/Vrindavan. Tier proposed as Featured because the record appears to anchor or lead a family cluster.,Organize inside Jagannath-Puri & Odisha using FAM-006 family context before geography.,FAM-006,,8,"Jagannath-Puri Tradition
Braj Mandal",(No Sampradaya),"Puri, Odisha, India
Vrindavan, Uttar Pradesh, India"
recje6xb9KoUwRpQL,Tota Gopinath (deity),Jagannath-Puri & Odisha,Girnar & Nath Traditions,Secondary,High,"Name/place wording suggests Girnar & Nath Traditions, but this should be reviewed. Explicit archivalist tier override: Tota Gopinath should be secondary in the Jagannath-Puri & Odisha section. Section overridden to Jagannath-Puri & Odisha. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.",Explicit archivalist tier override: Tota Gopinath should be secondary in the Jagannath-Puri & Odisha section.,,,,,(No Sampradaya),
recazM7pLGlUp4Lq2,"1008 Sri Swami Yogananda ji Maharaj of Ganga Tat, New Jhunse, Prayagraj ",Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Prayag Region,(No Sampradaya),"Prayagraj, Uttar Pradesh, India"
recUWATFc2ZSDOvUc,Acharya Sri Susheelananda Shastri of Varanasi,Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kashi Region,(No Sampradaya),"Varanasi, Uttar Pradesh, India"
recbzpFFpYFbDzf0E,"Dandi Swami 1008 Sri Ishwaranand ji Tirth Maharaj of Mumukeshu Bhawan Assi, Varanasi, Uttar Pradesh ",Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kashi Region,(No Sampradaya),"Varanasi, Uttar Pradesh, India"
rechQSG5ckJjy21PD,Durga Prasanna Paramahamsa Deva,Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kashi Region,(No Sampradaya),"Varanasi, Uttar Pradesh, India"
recgwyT3o1H3GLrLc,"Gurus of Sri Sudhindra Tirtha of Kashi Math, Varanasi ",Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kashi Region,(No Sampradaya),"Varanasi, Uttar Pradesh, India"
recnsOBuG8bfH7AZu,"Panth Sri Hajar Udith Naam Saheb Acharya of Kabhir Math, Varanasi ",Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kashi Region,(No Sampradaya),"Varanasi, Uttar Pradesh, India"
recziNJadHjbTsRn0,"Saket Vasi Sri Sri 108 Sri Mahant Balmukundas ji Maharaj of Ram Janaki Mandir, Prayagraj ",Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Prayag Region,(No Sampradaya),"Prayagraj, Uttar Pradesh, India"
recvFVUvIRR9uFPGp,Sri (Sant) Baba Tarasingh of Ahraura ,Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kashi Region,(No Sampradaya),"Ahraura, Mirzapur, Uttar Pradesh, India"
recdRbJMjFCRUbaD5,"Sri 1008 Parampujya Sri Tapasvi ji Maharaj of Arail, Naini, Prayagraj",Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Prayag Region,(No Sampradaya),"Prayagraj, Uttar Pradesh, India"
recP9xERK489iivTr,"Sri 108 Banshidhar Das (Udiya Baba) of Sitamari, near Varanasi",Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kashi Region,(No Sampradaya),"Varanasi, Uttar Pradesh, India"
rectsRLeQ74n7y7ke,"Sri 108 Sri Swami Ganashyamanand ji Tirth Maharaj (Ananta Sri Vibhushit) Paramahamsa of Mumuksha Bhavan, Assi, Varanasi, Uttaramarga Pradesh",Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kashi Region,(No Sampradaya),"Varanasi, Uttar Pradesh, India"
recYtV0Kmjz2vv6KW,"Sri 108 Swami Narottamanand Giri ji Maharaj of Old Jhunsi, Prayagraj ",Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Prayag Region,(No Sampradaya),"Prayagraj, Uttar Pradesh, India"
rec8UyUAUBqoG7VkY,"Sri Atchutanand Thirth Maharaj of Kaamroop Math, Dashashwamedh Ghat, Varanasi",Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kashi Region,Shankaracharya Sampradaya,"Varanasi, Uttar Pradesh, India"
reccRb57iOMqCAXkR,Sri Baba Hansraj Das Maharaj of Prayagraj ,Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Prayag Region,(No Sampradaya),"Prayagraj, Uttar Pradesh, India"
recgre7SM8y3er0FB,Sri Baba Kina Ram of Varanasi ,Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kashi Region,(No Sampradaya),"Varanasi, Uttar Pradesh, India"
recSetF2VDEXHNcCp,"Sri Baba Ramdulare of Jhunse, Prayagraj ",Kashi & Ascetic Lineages,Needs Research,Tertiary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Prayag Region,(No Sampradaya),"Prayagraj, Uttar Pradesh, India"
rec1z1QnISdDcq5jB,Sri Baba Surdas ji Maharaj of Allahabad (Prayagraj),Kashi & Ascetic Lineages,Needs Research,Secondary,Medium,"Spiritual region maps to Kashi & Ascetic Lineages. Explicit archivalist featured saint override: Sri Surdas Ji / Surdas lineage. Explicit archivalist tier override: Sri Baba Surdas ji Maharaj of Allahabad should be secondary, not featured. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.",,,,,Prayag Region,(No Sampradaya),"Prayagraj, Uttar Pradesh, India"
